group,folder,name,description,authors,settings,patches,before_send,before_edit,flux,render,native,verdict,ported
equicordplugins,zipPreview,ZipPreview,Previews ZIP contents inside file attachments.,EquicordDevs.justjxke,0,True,False,False,False,False,native.ts,native-feature,
testcordplugins,2FA HIder,1FA,hide the 2fa moderation warning because annoying,"{id:1003477997728313405n,name:""Death""}",0,True,False,False,False,False,,rewrite,
testcordplugins,AnonLi,AnonLi,Anon.li API key used for Drop uploads.,"{name:""irritably"",id:928787166916640838n",6,False,False,False,False,False,native.ts,native-feature,
testcordplugins,AntiAntilog,AntiAntilog,Block the nonce based antilog exploit so antilogged messages still show as deleted with their original content,TestcordDevs.x2b,5,True,False,False,False,False,,excluded,
testcordplugins,AntiFilter,AntiFilter,Where to show the button,"TestcordDevs.x2b,TestcordDevs.sirphantom",5,False,False,False,False,False,,excluded,
testcordplugins,AntilogPremium,AntilogPremium,Accent color for the delete icon (hex code).,TestcordDevs.x2b,8,False,False,False,False,False,,excluded,
testcordplugins,AutoBumpSelf,AutoBump,"Channel IDs to auto bump in (comma, space, or newline separated).",TestcordDevs.x2b,1,False,False,False,False,False,,portable-logic,
testcordplugins,AutoLanguageBlock,AutoLanguageBlock,Enable or disable automatic blocking,"{name:""nnenaza"",id:1485706082080002140n}",5,False,False,False,False,False,,portable-logic,
testcordplugins,AutoMessageRepeater,AutoMessageRepeater,Where to show the button,TestcordDevs.x2b,6,False,False,False,False,False,,excluded,
testcordplugins,AutoMessageSender,AutoMessageSender,Channel ID 1 (use ➕ Add in right-click menu),TestcordDevs.SirPhantom89,42,False,False,False,True,False,,excluded,
testcordplugins,AutoReact,AutoReact,User reaction rules (JSON format),TestcordDevs.x2b,9,False,False,False,False,False,,portable-ui,
testcordplugins,AutoReplyContent,AutoReplyContent,Send a response if the message starts with this text,TestcordDevs.SirPhantom89,18,False,False,False,True,False,,portable-hook,autoreply
testcordplugins,AutoThemeSwitcher,AutoThemeSwitcher,"Automatically switches between themes based on the time of day, or based on system appearance (ie. light/dark ","{
name:""maddie480"",
id:35434165835294311",1,False,False,False,True,False,,portable-hook,
testcordplugins,BadgeSpoofer,BadgeSpoofer,"Discord profile badge spoofer: Game Variety (Games Played), Game Time (Playtime), & Streaming (Hours Streamed)",TestcordDevs.sirphantom89,1,False,False,False,False,False,,excluded,
testcordplugins,BetterGodMode,BetterGodMode [Risky],Get all permissions on any guild (client-side),"EquicordDevs.TheArmagan,TestcordDevs.sir",1,False,False,False,False,False,,portable-logic,
testcordplugins,BetterUserTools,BetterUserTools,Show Mic Test Loopback button,"EquicordDevs.Benjii,TestcordDevs.x2b,Tes",2,False,False,False,False,False,,portable-logic,
testcordplugins,BigFileUploadEnhanced,BigFileUploadEnhanced,Uploader service,"EquicordDevs.Benjii,TestcordDevs.x2b",14,False,False,False,False,True,native.ts,native-feature,
testcordplugins,Boo,Boo,A cute ghost will appear if you don't answer their DMs,TestcordDevs.x2b,0,True,False,False,False,False,,rewrite,
testcordplugins,BoosterCount-main,BoostCounts,Shows all the boosters in the server and the number of boosts for each booster.,"{
name:""Raf"",id:121253596753952768n
}",1,False,False,False,False,False,,portable-ui,
testcordplugins,ChineseWhispers,ChineseWhispers,"How many languages the message is translated between- More for more distortion, less for minor changes",TestcordDevs.x2b,2,False,False,False,False,False,,portable-logic,
testcordplugins,ClanSwitcher,Clan Switcher,Clan IDs (comma-separated),,3,False,False,False,False,False,,portable-logic,
testcordplugins,ClassHighlighter,ClassHighlighter,Toggle Highlighter,TestcordDevs.x2b,10,False,False,False,False,False,,portable-logic,
testcordplugins,ClientDiagnostics,Client diagnostics,"An internal score that combines CPU time, slow spikes, slow calls, async time, heap growth, and active resourc","{name:""irritably"",id:928787166916640838n",7,False,False,False,False,False,,portable-ui,
testcordplugins,CustomAppIcons,CustomAppIcons,Add/upload your own custom (In-)App Icon(s).,"TestcordDevs.x2b,TestcordDevs.nnenaza",0,True,False,False,False,False,,rewrite,
testcordplugins,CustomDNS,CustomDNS,Choose which DNS provider to use.,"{name:""irritably"",id:928787166916640838n",17,False,False,False,False,False,native.ts,native-feature,
testcordplugins,CustomStreamPreview,CustomStreamPreview,Set a custom image as your Discord stream preview.,"{name:""Testcord"",id:0n}",2,False,False,False,True,False,,portable-hook,
testcordplugins,DMBomb,DMBomb,Sends an aggressive message to ALL server members or a specific role via right click.,"{name:""Nightcord"",id:0n}",0,False,False,False,False,False,,excluded,
testcordplugins,DXTokenImporter,DXTokenImporter,Where bulk-imported tokens are saved. DXTokenImporter is this plugin's own encrypted store; Login Manager is t,"TestcordDevs.x2b,TestcordDevs.sirphantom",10,False,False,False,False,False,native.ts,excluded,
testcordplugins,DeadMembers,DeadMembers,How to indicate dead members,Devs.Kyuuhachi,1,True,False,False,False,False,,rewrite,
testcordplugins,DecibelLimiter,DecibelLimiter,Enable DecibelLimiter,"{
name:""Bash"",
id:1327483363518582784n
}",6,False,False,False,False,False,,portable-logic,
testcordplugins,DirectMessageOpener,DirectMessageOpener,Open a DM with any user by entering their User ID via a toolbar button,"TestcordDevs.SirPhantom89,",0,True,False,False,False,False,,rewrite,
testcordplugins,DiscordLock,DiscordLock,Unlock password,"{name:""vejcowski"",id:1375544683908042862",8,False,False,False,False,False,,portable-logic,
testcordplugins,DsaWarnings,DsaWarnings,CordCat API key (required). Get one at https://api.cord.cat,EquicordDevs.omaw,4,False,False,False,False,True,native.ts,native-feature,
testcordplugins,DynamicIslande,DynamicIslande,Choose the Dynamic Island color.,"{name:""irritably"",id:928787166916640838n",11,False,False,False,False,False,,portable-ui,
testcordplugins,ExpandedWidgets,ExpandedWidgets,"Enables setting multiple of the same tags for a game in your profile, Author: sadie but they aint in devs so i","
TestcordDevs.x2b
",0,True,False,False,False,False,,rewrite,
testcordplugins,FakeAccounts,Fake Accounts,Stored fake accounts (do not edit manually),"{name:""deracul"",id:1454853467783954444n}",1,True,False,False,False,False,,excluded,
testcordplugins,FakeIndicators,FakeIndicators,Placeholder plugin scaffold for fake indicators.,,0,False,False,False,False,False,,excluded,
testcordplugins,FakeProfile,fakeProfile,"Unlock Discord profile effects, themes, avatar decorations, and custom badges without the need for Nitro.","{
name:""Sampath"",
id:984015688807100419n",2,True,False,False,True,False,,excluded,
testcordplugins,FakeUserSwitcher,FakeUserSwitcher,Fake User Switcher,"TestcordDevs.x2b,TestcordDevs.SirPhantom",2,True,False,False,True,False,,excluded,
testcordplugins,FakeVoicePremium,FakeVoicePremium,"Fake deafen, mute, stream, game, and camera in one plugin. Toggle via the user-area button (right-click for op","EquicordDevs.omaw,TestcordDevs.x2b,Testc",3,True,False,False,True,False,,excluded,
testcordplugins,FastGifPicker,FastGifPicker,Use lighter preview URLs in the GIF picker.,"{name:""irritably"",id:928787166916640838n",8,True,False,False,False,False,,rewrite,
testcordplugins,FilePreview,FileViewer,Force using Google Docs Viewer for all supported files.,"
{name:""AGreenPig"",id:427179231164760066",1,False,False,False,False,False,,portable-logic,
testcordplugins,FloeP2PService.desktop,FloeP2PService,Shares files and folders through Floe P2P CLI sessions.,"{name:""irritably"",id:928787166916640838n",1,False,False,False,False,False,native.ts,native-feature,
testcordplugins,ForceRoleColor,ForceRoleColor,Applies your color only in DMs,TestcordDevs.x2b,6,True,False,False,False,False,,rewrite,
testcordplugins,Freaky,Freaky,freaky.,TestcordDevs.x2b,0,False,False,False,False,False,,portable-ui,
testcordplugins,FriendCodes,FriendCodes,Generate FriendCodes to easily add friends,"TestcordDevs.x2b,TestcordDevs.nnenaza",0,False,False,False,False,False,,portable-logic,
testcordplugins,GhostSelfbot,GhostSelfbot,Automatically launch Ghost.exe when Discord starts,"{name:""irritably"",id:928787166916640838n",10,False,False,False,False,False,native.ts,excluded,
testcordplugins,HideSuggestedChannels,HideSuggestedChannels,Automatically dismisses the \,TestcordDevs.Aviv,0,False,False,False,False,False,,portable-logic,
testcordplugins,HyprTilesPremium,HyprTilesPremium,Legacy settings migration shim for HyprTiles.,"EquicordDevs.Ven,TestcordDevs.x2b",0,False,False,False,False,False,native.ts,native-feature,
testcordplugins,IGP,IGP,Where to show the button,"{name:""irritably"",id:928787166916640838n",8,False,False,False,False,True,,portable-ui,
testcordplugins,KFOCleanupSuite,Smart Cleanup Suite,Delay between search operations (ms),"TestcordDevs.SirPhantom89,",10,False,False,False,False,False,,portable-ui,
testcordplugins,MassDM,MassDM,Include friends in mass DM,"TestcordDevs.x2b,TestcordDevs.nnenaza",7,True,False,False,False,False,,excluded,
testcordplugins,MediaStatus,MediaStatus,What media server are you using?,"TestcordDevs.x2b,TestcordDevs.nnenaza",10,False,False,False,False,False,,portable-logic,
testcordplugins,MessageFetchTimer,MessageFetchTimer,Where to show the button,TestcordDevs.x2b,5,False,False,False,False,False,,portable-logic,
testcordplugins,MetadataViewer,MetadataScanner,Automatically strip metadata from images before sending them.,TestcordDevs.SirPhantom89,2,False,False,False,False,False,native.ts,native-feature,
testcordplugins,MultiInstance,MultiInstance,Show the Multi Instance icon in the header bar.,"{name:""irritably"",id:928787166916640838n",8,False,False,False,True,False,native.ts,excluded,
testcordplugins,MultiServerAutoban,Manual Entry Required,Global user ban list (internal storage - do not edit manually),TestcordDevs.dot,5,False,False,False,False,False,,portable-logic,
testcordplugins,NameStyleChanger,NameStyleChanger,Font style for your name,TestcordDevs.x2b,1,True,False,False,False,False,,rewrite,
testcordplugins,NitroSniper,NitroSniper,Show a notification when successfully redeeming a nitro code.,"
{name:""neoarz"",id:1015372540937502851n}",3,False,False,False,True,False,,excluded,
testcordplugins,NoAgeVerif,TrustMeBro,Bypasses Discord’s age verification required under the UK Online Safety Act.,"{name:""Menhera.stTeam"",id:13250125034194",0,False,False,False,False,False,,portable-logic,
testcordplugins,NoGifLimit,HeartGifs,Show notifications when adding items,TestcordDevs.x2b,11,False,False,False,False,False,,portable-ui,
testcordplugins,OSINTToolkit,OSINTToolkit,CordCat API key used by the CordCat slash commands.,TestcordDevs.x2b,7,False,False,False,False,False,native.ts,native-feature,
testcordplugins,OpSec-Illegalcord,OpSec,Enable autocorrect,"
{name:""Solace"",id:1472732509241479218n}",12,False,False,False,False,False,,portable-logic,
testcordplugins,PanelLayout,PanelLayout,Layout for user panel buttons,"TestcordDevs.deracul,TestcordDevs.Aviv,T",29,True,False,False,False,False,native.ts,native-feature,
testcordplugins,PerformanceBoost,PerformanceBoost,"Game/performance mode: reduces animations, compacts messages, stops GIFs, lowers process priority, cleans cach",TestcordDevs.LOSTSTR,2,False,False,False,True,False,native.ts,native-feature,
testcordplugins,PinterestProfiles,PinterestSearch,Adds Pinterest search to the GIF picker for images and GIFs.,EquicordDevs.omaw,0,True,False,False,False,False,native.ts,native-feature,
testcordplugins,PlatformEmulator,PlatformEmulator,The platform to spoof,"TestcordDevs.sirphantom89,TestcordDevs.x",15,True,False,False,False,False,,excluded-web-only,
testcordplugins,PluginStars,PluginStars,Star your favourite plugins to pin them to the top of the plugin list.,"{name:""nightwielder23"",id:0n}",0,False,False,False,False,False,,portable-logic,
testcordplugins,ProfileVisibility,ProfileVisibility,Toggle your Discord profile visibility (private — Friends Only — vs visible to all servers) with a button in t,TestcordDevs.LOSTSTR,1,False,False,False,False,False,,portable-logic,
testcordplugins,PurgeDMs,PurgeDMs,Delay between each deletion in ms. Lower is faster but more likely to hit rate limits.,TestcordDevs.x2b,3,False,False,False,False,False,,excluded,
testcordplugins,ReactionLogger,ReactionLogger,Delay between notifications in seconds (the lower the more notifications will be sent),TestcordDevs.x2b,3,False,False,False,True,False,,portable-hook,
testcordplugins,ReactionTracker,ReactionTracker,"The emoji to track (type its name, any emoji containing that name will be tracked)",TestcordDevs.x2b,4,False,False,False,True,False,,portable-hook,
testcordplugins,ReorderAttachments,ReorderAttachments,Allows you to reorder attachments before sending them,"{name:""Suffocate"",id:772601756776923187n",0,True,False,False,False,False,,rewrite,
testcordplugins,ScreenshareKeybind,ScreenshareKeybind,Adds a keybind to instantly screenshare,TestcordDevs.x2b,0,True,False,False,False,False,,rewrite,
testcordplugins,SearchUtility,quick-search-channel,Maximum number of results to display.,TestcordDevs.x2b,20,True,False,False,False,False,,rewrite,
testcordplugins,SecurecordOpossum,SecurecordOpossum,Where to show the button,"{name:""irritably"",id:928787166916640838n",9,False,False,False,True,False,,excluded,
testcordplugins,ServerPruner,ServerPruner,Adds a modal to easily prune your servers with information and stats. Right click the home button!,"
Devs.Samwich
,TestcordDevs.x2b",0,True,False,False,False,False,,excluded,
